,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Title,LastNameNum,TicketSibling,isParent,isEnfant,AgeBin,FareBin,IsAlone,FamilySize,Servant,parentSurvived,childrenSurvived,parentDied,childrenDied,SiblingDied,SiblingSurvived
train,185,1.0,3,0,-1.93107639696024,0,2,364,0.13239680065851248,2,3,410,3,0.0,1.0,0,2,0,3,0,0,0,0,0,0,0
train,186,0.0,1,1,0.022636409798708873,0,0,43,1.0093554033680971,2,4,680,1,0.0,0.0,1,4,1,1,0,0,0,0,0,0,0
train,187,1.0,3,0,0.5486360116184259,1,0,632,-0.2350626658987403,1,5,582,2,0.0,0.0,2,2,0,2,0,0,0,0,0,0,0
train,188,1.0,1,1,1.1497784136981024,0,0,14,0.3302548388622302,2,4,678,1,0.0,0.0,2,3,1,1,0,0,0,0,0,0,0
train,189,0.0,3,1,0.7740644123983046,1,1,595,-0.2350626658987403,1,4,91,2,1.0,0.0,2,2,0,3,0,0,0,0,0,0,0
train,190,0.0,3,1,0.4734932113584663,0,0,529,-0.9163224516047415,2,4,806,1,0.0,0.0,2,1,1,1,0,0,0,0,0,0,0
train,191,1.0,2,0,0.17292201031862803,0,0,155,-0.4162482943735053,2,5,644,1,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0
train,192,0.0,2,1,-0.8039343930608464,0,0,309,-0.4162482943735053,2,4,126,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,193,1.0,3,0,-0.8039343930608464,1,0,554,-0.9214914200619991,2,3,19,1,0.0,0.0,1,0,0,2,0,0,0,0,0,0,0
train,194,1.0,2,1,-2.0062191972201995,1,1,144,0.3080170928776245,2,2,562,3,0.0,1.0,0,3,0,3,0,0,0,1,0,0,2
train,195,1.0,1,0,1.074635613438143,0,0,825,0.3761503720837783,0,5,104,1,0.0,0.0,2,3,1,1,0,0,0,0,0,0,0
train,196,1.0,1,0,2.126634817077577,0,0,801,2.180637038956044,0,3,470,3,0.0,0.0,2,4,0,3,0,0,0,0,0,0,0
train,197,0.0,3,1,0.022636409798708873,0,0,623,-0.9345460513600208,1,4,519,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,198,0.0,3,1,0.9243500129182237,0,1,676,-0.8550346090480181,2,4,594,1,1.0,0.0,2,1,0,2,0,0,0,0,0,0,0
train,199,1.0,3,0,0.022636409798708873,0,0,635,-0.9345460513600208,1,3,474,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,200,0.0,2,0,-0.42822039176104854,0,0,214,-0.4162482943735053,2,3,864,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,201,0.0,3,1,-0.12764919072121025,0,0,422,-0.7334904678356013,2,4,814,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,202,0.0,3,1,-1.4802195954004824,8,2,777,1.367194283978788,2,4,700,11,1.0,0.0,1,4,0,11,0,0,0,0,1,0,0
train,203,0.0,3,1,0.32320761083854715,0,0,326,-1.1051538395689158,2,4,379,1,0.0,0.0,2,0,1,1,0,0,0,0,0,0,0
train,204,0.0,3,1,1.1873498138280822,0,0,235,-1.0027793180077396,0,4,861,1,0.0,0.0,2,0,1,1,0,0,0,0,0,0,0
train,205,1.0,3,1,-0.8790771933208059,0,0,727,-0.8973710928725647,2,4,155,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,206,0.0,3,0,-2.081361997480159,0,1,435,-0.6367729048683246,2,3,774,2,0.0,1.0,0,1,0,2,0,0,0,1,0,0,0
train,207,0.0,3,1,0.17292201031862803,1,0,332,-0.2119155831182824,2,4,43,2,0.0,0.0,2,2,0,2,0,0,0,0,0,0,0
train,208,1.0,3,1,-0.2779347912411294,0,0,293,-0.03470348446241121,0,4,10,2,0.0,0.0,1,2,0,2,0,0,0,0,0,0,0
train,209,1.0,3,0,-1.029362793840725,0,0,612,-0.9345460513600208,1,3,129,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,210,1.0,1,1,0.7740644123983046,0,0,21,0.4953737093074602,0,4,85,1,0.0,0.0,2,3,1,1,0,0,0,0,0,0,0
train,211,0.0,3,1,-0.42822039176104854,0,0,879,-1.026495343233343,2,4,14,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,212,1.0,2,0,0.3983504110985067,0,0,780,0.08217950756335624,2,3,120,2,0.0,0.0,2,2,0,2,0,0,0,0,0,0,0
train,213,0.0,3,1,-0.5785059922809677,0,0,722,-0.9994325698551931,2,4,629,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,214,0.0,2,1,0.022636409798708873,0,0,217,-0.4162482943735053,2,4,286,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,215,0.0,3,1,0.022636409798708873,1,0,610,-0.9345460513600208,1,4,406,1,0.0,0.0,1,0,0,2,0,0,0,0,0,0,0
train,216,1.0,1,0,0.09777921005866845,1,0,572,1.8990366190191175,0,3,565,3,0.0,0.0,2,4,0,3,0,0,0,0,0,0,0
train,217,1.0,3,0,-0.20279199098116985,0,0,914,-0.9127086512392576,2,3,351,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,218,0.0,2,1,0.9243500129182237,1,0,188,0.3481216095829476,2,4,368,2,0.0,0.0,2,3,0,2,0,0,0,0,0,0,0
train,219,1.0,1,0,0.17292201031862803,0,0,80,1.4678368935379544,0,3,61,2,0.0,0.0,2,4,0,2,0,0,0,0,0,0,0
train,220,0.0,2,1,0.022636409798708873,0,0,926,-0.6331710965388939,2,4,317,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,221,1.0,3,1,-1.029362793840725,0,0,894,-0.8973710928725647,2,4,775,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,222,0.0,2,1,-0.20279199098116985,0,0,135,-0.4162482943735053,2,4,95,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,223,0.0,3,1,1.6006352152578598,0,0,132,-0.8973710928725647,2,4,295,1,0.0,0.0,2,1,1,1,0,0,0,0,0,0,0
train,224,0.0,3,1,0.022636409798708873,0,0,516,-0.9163224516047415,2,4,563,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,225,1.0,1,1,0.6237788118783855,1,0,120,1.6478865536221916,2,4,356,2,0.0,0.0,2,4,0,2,0,0,0,0,0,0,0
train,226,0.0,3,1,-0.5785059922809677,0,0,837,-0.7493576864765705,2,4,72,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,227,1.0,2,1,-0.8039343930608464,0,0,917,-0.6331710965388939,2,4,517,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,228,0.0,3,1,-0.6912201926709071,0,0,721,-0.9994325698551931,2,4,465,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,229,0.0,2,1,-0.8790771933208059,0,0,159,-0.4162482943735053,2,4,243,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,230,0.0,3,0,-1.4802195954004824,3,1,670,0.2860176987446175,2,3,434,5,0.0,1.0,1,3,0,5,0,0,0,0,0,4,0
train,231,1.0,1,0,0.3983504110985067,1,0,629,1.5658374830141326,2,5,317,2,0.0,0.0,2,4,0,2,0,0,0,0,0,0,0
train,232,0.0,3,1,-0.0525063904612507,0,0,443,-0.9313998219224265,2,4,429,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,233,0.0,2,1,2.2017776173375365,0,0,166,-0.3775512477633212,2,4,738,1,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0
train,234,1.0,3,0,-1.8559335967002804,4,2,453,0.5086471496092497,2,3,33,7,0.0,1.0,0,3,0,7,0,1,0,0,0,1,2
train,235,0.0,2,1,-0.42822039176104854,0,0,755,-0.6331710965388939,2,4,446,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,236,0.0,3,0,0.022636409798708873,0,0,924,-0.9600443589040861,2,3,313,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,237,0.0,2,1,1.074635613438143,1,0,264,0.3080170928776245,2,4,346,2,0.0,0.0,2,3,0,2,0,0,0,0,0,0,0
train,238,1.0,2,0,-1.6305051959204018,0,2,760,0.3181807839015992,2,3,162,3,0.0,1.0,1,3,0,3,0,1,0,0,0,0,0
train,239,0.0,2,1,-0.8039343930608464,0,0,313,-0.6331710965388939,2,4,628,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,240,0.0,2,1,0.2480648105785876,0,0,869,-0.47488690567458064,2,4,358,1,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0
train,241,0.0,3,0,-1.4802195954004824,1,0,258,-0.30727043636618656,0,3,865,2,0.0,1.0,1,2,0,2,0,0,0,0,0,0,0
train,242,1.0,3,0,-0.35307759150108897,1,0,611,-0.2350626658987403,1,3,550,2,0.0,0.0,1,2,0,2,0,0,0,0,0,0,0
train,243,0.0,2,1,-0.0525063904612507,0,0,920,-0.6331710965388939,2,4,158,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,244,0.0,3,1,-0.5785059922809677,0,0,900,-1.0162688155091697,2,4,477,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,245,0.0,3,1,0.022636409798708873,0,0,288,-1.0027793180077396,0,4,38,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,246,0.0,1,1,1.074635613438143,2,0,119,1.6478865536221916,1,1,525,3,0.0,0.0,2,4,0,3,0,0,0,0,0,0,0
train,247,0.0,3,0,-0.35307759150108897,0,0,447,-0.9313998219224265,2,3,448,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,248,1.0,2,0,-0.42822039176104854,0,2,220,-0.304007156479428,2,5,307,2,1.0,0.0,1,2,0,3,0,0,1,0,0,0,0
train,249,1.0,1,1,0.5486360116184259,1,1,69,1.063245374181879,2,4,67,2,1.0,0.0,2,4,0,3,0,0,0,0,0,0,0
train,250,0.0,2,1,1.8260636160377386,1,0,190,0.3080170928776245,2,6,131,2,0.0,0.0,2,3,0,2,0,0,0,0,0,0,0
train,251,0.0,3,1,0.022636409798708873,0,0,580,-0.9994325698551931,2,4,656,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,252,0.0,3,0,-0.0525063904612507,1,1,435,-0.6367729048683246,2,5,774,2,1.0,0.0,1,1,0,3,0,0,0,0,1,0,0
train,253,0.0,1,1,2.4272060181174155,0,0,41,0.3302548388622302,2,4,762,1,0.0,0.0,2,3,1,1,0,0,0,0,0,0,0
train,254,0.0,3,1,0.022636409798708873,1,0,733,-0.1956744549476333,2,4,459,2,0.0,0.0,1,2,0,2,0,0,0,0,0,0,0
train,255,0.0,3,0,0.8492072126582642,0,2,631,0.04198216265225837,2,5,681,3,1.0,0.0,2,2,0,3,0,0,0,0,0,0,0
train,256,1.0,3,0,-0.0525063904612507,0,2,243,-0.25218396754389893,0,5,801,3,1.0,0.0,1,2,0,3,0,0,0,0,0,0,0
train,257,1.0,1,0,0.5486360116184259,0,0,805,1.5085692015391194,0,5,790,2,0.0,0.0,2,4,0,2,0,0,0,0,0,0,0
train,258,1.0,1,0,0.022636409798708873,0,0,0,1.6046358074792748,2,3,142,3,0.0,0.0,1,4,0,3,0,0,0,0,0,0,0
train,259,1.0,1,0,0.3983504110985067,0,0,830,3.555712464753728,0,3,826,4,0.0,0.0,2,4,0,4,0,0,0,0,0,0,0
train,260,1.0,2,0,1.5254924149979003,0,1,146,0.3080170928776245,2,5,613,2,1.0,0.0,2,3,0,2,0,0,0,0,0,0,0
train,261,0.0,3,1,0.022636409798708873,0,0,663,-0.9345460513600208,1,4,747,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,262,1.0,3,1,-2.0062191972201995,4,2,453,0.5086471496092497,2,2,33,7,0.0,1.0,0,3,0,7,0,1,0,0,0,1,2
train,263,0.0,1,1,1.6757780155178195,1,1,1,1.5147394221929587,2,4,783,3,1.0,0.0,2,4,0,3,0,0,0,0,0,0,0
train,264,0.0,1,1,0.7740644123983046,0,0,20,0.6848820389464957,2,4,318,1,0.0,0.0,2,3,1,1,0,0,0,0,0,0,0
train,265,0.0,3,0,0.022636409798708873,0,0,655,-0.9345460513600208,1,3,334,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,266,0.0,2,1,0.4734932113584663,0,0,747,-0.6331710965388939,2,4,657,1,0.0,0.0,2,1,1,1,0,0,0,0,0,0,0
train,267,0.0,3,1,-1.029362793840725,4,1,334,0.7602383782468691,2,4,609,7,1.0,0.0,1,3,0,7,0,0,0,0,1,0,0
train,268,1.0,3,1,-0.35307759150108897,1,0,459,-0.9313998219224265,2,4,632,1,0.0,0.0,1,0,0,2,0,0,0,0,0,0,0
train,269,1.0,1,0,2.126634817077577,0,1,804,2.2313439948842757,2,5,294,3,1.0,0.0,2,4,0,3,0,0,0,0,0,0,0
train,270,1.0,1,0,0.3983504110985067,0,0,835,2.0960906592239463,2,3,81,4,0.0,0.0,2,4,0,4,0,0,0,0,0,0,0
train,271,0.0,1,1,-0.12764919072121025,0,0,61,0.4953737093074602,2,4,116,2,0.0,0.0,1,3,0,2,0,0,0,0,0,0,0
train,272,1.0,3,1,-0.35307759150108897,0,0,786,-0.7872939516355081,2,4,799,4,0.0,0.0,1,1,0,4,0,0,0,0,0,0,0
train,273,1.0,2,0,0.8492072126582642,0,1,216,0.004305796780369308,2,5,516,2,1.0,0.0,2,2,0,2,0,0,1,0,0,0,0
train,274,0.0,1,1,0.5486360116184259,0,1,812,0.4496389741206085,0,4,560,1,1.0,0.0,2,3,0,2,0,0,0,0,0,0,0
train,275,1.0,3,0,0.022636409798708873,0,0,640,-0.9345460513600208,1,3,325,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,276,1.0,1,0,2.5023488183773748,1,0,91,1.4913622349883702,2,3,24,3,0.0,0.0,2,4,0,3,0,0,0,0,0,0,0
train,277,0.0,3,0,1.1497784136981024,0,0,449,-0.9345460513600208,2,3,449,1,0.0,0.0,2,0,1,1,0,0,0,0,0,0,0
train,278,0.0,2,1,-0.6536487925409272,0,0,177,-0.20214223108271204,2,4,611,3,0.0,0.0,1,2,0,3,0,0,0,0,0,0,0
train,279,0.0,3,1,-1.7056479961803612,4,1,658,0.4287889396079731,1,2,664,6,0.0,1.0,1,3,0,6,0,0,0,1,0,4,0
train,280,1.0,3,0,0.3983504110985067,1,1,752,0.04392991588722488,2,5,1,3,1.0,0.0,2,2,0,3,0,0,0,0,0,0,0
train,281,0.0,3,1,2.652634418897294,0,0,398,-0.9345460513600208,1,4,223,1,0.0,0.0,2,0,1,1,0,0,0,0,0,0,0
train,282,0.0,3,1,-0.12764919072121025,0,0,468,-0.9214914200619991,2,4,595,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,283,0.0,3,1,-1.029362793840725,0,0,428,-0.7334904678356013,2,4,871,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,284,1.0,3,1,-0.8039343930608464,0,0,730,-0.8973710928725647,2,4,215,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,285,0.0,1,1,0.022636409798708873,0,0,34,0.3080170928776245,2,4,747,1,0.0,0.0,1,3,1,1,0,0,0,0,0,0,0
train,286,0.0,3,1,0.2480648105785876,0,0,521,-0.82515440515439,0,4,759,1,0.0,0.0,2,1,1,1,0,0,0,0,0,0,0
train,287,1.0,3,1,0.022636409798708873,0,0,425,-0.7334904678356013,2,4,870,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,288,0.0,3,1,-0.5785059922809677,0,0,488,-0.9163224516047415,2,4,553,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,289,1.0,2,1,0.9243500129182237,0,0,175,-0.4162482943735053,2,4,354,1,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0
train,290,1.0,3,0,-0.5785059922809677,0,0,638,-0.9345460513600208,1,3,166,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,291,1.0,1,0,-0.2779347912411294,0,0,117,1.5037461581190141,2,3,54,3,0.0,0.0,1,4,0,3,0,0,0,0,0,0,0
train,292,1.0,1,0,-0.8039343930608464,1,0,81,1.6608875331532353,0,5,80,2,0.0,0.0,1,4,0,2,0,0,0,0,0,0,0
train,293,0.0,2,1,0.4734932113584663,0,0,868,-0.4261385191419327,0,4,444,1,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0
train,294,0.0,3,0,-0.42822039176104854,0,0,518,-0.8039605560815751,2,3,302,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,295,0.0,3,1,-0.42822039176104854,0,0,515,-0.9163224516047415,2,4,526,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,296,0.0,1,1,0.022636409798708873,0,0,827,0.3761503720837783,0,4,445,1,0.0,0.0,1,3,1,1,0,0,0,0,0,0,0
train,297,0.0,3,1,-0.4657917918910283,0,0,287,-1.0022163539847027,0,4,309,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,298,0.0,1,0,-2.081361997480159,1,2,48,2.2176048685489933,2,3,16,6,0.0,1.0,0,4,0,6,0,0,0,1,0,1,1
train,299,1.0,1,1,0.022636409798708873,0,0,125,0.4780071666152079,2,4,696,1,0.0,0.0,1,3,1,1,0,0,0,0,0,0,0
train,300,1.0,1,0,1.5254924149979003,0,1,799,2.7557858117822613,0,5,60,3,1.0,0.0,2,4,0,3,0,0,0,0,0,0,0
train,301,1.0,3,0,0.022636409798708873,0,0,703,-0.9345460513600208,1,3,401,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,302,1.0,3,1,-0.35307759150108897,2,0,607,0.18955912691582466,1,4,502,3,0.0,0.0,1,3,0,3,0,0,0,0,0,0,0
train,303,0.0,3,1,-0.8039343930608464,0,0,786,-0.7872939516355081,2,4,382,4,0.0,0.0,1,1,0,4,0,0,0,0,0,0,0
train,304,1.0,2,0,0.022636409798708873,0,0,140,-0.4686741981443667,1,3,398,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,305,0.0,3,1,0.022636409798708873,0,0,724,-0.8973710928725647,2,4,850,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,306,1.0,1,1,-2.1625162217609155,1,2,48,2.2176048685489933,2,2,16,6,0.0,1.0,0,4,0,6,0,0,0,1,0,1,1
train,307,1.0,1,0,0.9243500129182237,0,0,106,1.875711789558209,0,3,251,4,0.0,0.0,2,4,0,4,0,0,0,0,0,0,0
train,308,1.0,1,0,-0.9542199935807656,1,0,833,1.8559885040597879,0,5,627,3,0.0,0.0,1,4,0,3,0,0,0,0,0,0,0
train,309,0.0,2,1,0.022636409798708873,1,0,788,0.2231480992908812,0,4,3,2,0.0,0.0,1,3,0,2,0,0,0,0,0,0,0
train,310,1.0,1,0,0.022636409798708873,0,0,797,1.1498416191074388,0,3,259,2,0.0,0.0,1,4,0,2,0,0,0,0,0,0,0
train,311,1.0,1,0,-0.42822039176104854,0,0,74,1.56169545197832,0,3,323,3,0.0,0.0,1,4,0,3,0,0,0,0,0,0,0
train,312,1.0,1,0,-0.8790771933208059,2,2,823,2.8198031713394576,0,3,693,7,,,1,4,0,7,0,0,0,0,0,0,0
train,313,0.0,2,0,-0.2779347912411294,1,1,222,0.3080170928776245,2,5,420,2,1.0,0.0,1,3,0,3,0,0,0,0,0,0,0
train,314,0.0,3,1,-0.12764919072121025,0,0,525,-0.9163224516047415,2,4,332,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,315,0.0,2,1,0.9994928131781833,1,1,781,0.3181807839015992,2,4,319,3,1.0,0.0,2,3,0,3,0,0,1,0,0,0,0
train,316,1.0,3,0,-0.2779347912411294,0,0,474,-0.9214914200619991,2,3,572,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,317,1.0,2,0,-0.42822039176104854,1,0,198,0.3080170928776245,2,5,391,2,0.0,0.0,1,3,0,2,0,0,0,0,0,0,0
train,318,0.0,2,1,1.8260636160377386,0,0,315,-0.34016622114115175,2,1,539,1,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0
train,319,1.0,1,0,0.09777921005866845,0,2,625,2.309896491925293,2,3,841,4,,,2,4,0,4,0,0,0,0,0,0,0
train,320,1.0,1,0,0.7740644123983046,1,1,104,2.086905772070139,0,5,754,5,1.0,0.0,2,4,0,5,0,0,0,0,0,0,0
train,321,0.0,3,1,-0.5785059922809677,0,0,720,-0.9994325698551931,2,4,204,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,322,0.0,3,1,-0.20279199098116985,0,0,501,-0.9163224516047415,2,4,192,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,323,1.0,2,0,0.022636409798708873,0,0,157,-0.4686741981443667,1,3,741,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,324,1.0,2,0,-0.5785059922809677,1,1,210,0.42420368281530113,2,5,118,3,1.0,0.0,1,3,0,3,0,0,1,0,0,0,0
train,325,0.0,3,1,-1.4802195954004824,8,2,777,1.367194283978788,2,4,700,11,1.0,0.0,1,4,0,11,0,0,0,0,1,0,0
train,326,1.0,1,0,0.4734932113584663,0,0,835,2.0960906592239463,0,3,860,4,0.0,0.0,2,4,0,4,0,0,0,0,0,0,0
train,327,0.0,3,1,2.3520632178574554,0,0,412,-1.1438240903625514,2,4,581,1,0.0,0.0,2,0,1,1,0,0,0,0,0,0,0
train,328,1.0,2,0,0.4734932113584663,0,0,311,-0.4162482943735053,2,5,50,1,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0
train,329,1.0,3,0,0.09777921005866845,1,1,582,0.0581092805802761,2,5,290,3,1.0,0.0,2,2,0,3,0,0,1,0,0,0,0
train,330,1.0,1,0,-1.029362793840725,0,1,10,1.1696506565885356,0,3,341,2,,,1,4,0,2,0,0,0,0,0,0,0
train,331,1.0,3,0,-0.35307759150108897,2,0,607,0.18955912691582466,1,3,502,3,0.0,0.0,1,3,0,3,0,0,0,0,0,0,0
train,332,0.0,1,1,1.1873498138280822,0,0,28,0.40566958821954885,2,4,614,1,0.0,0.0,2,3,1,1,0,0,0,0,0,0,0
train,333,0.0,1,1,0.6237788118783855,0,1,804,2.2313439948842757,2,4,294,3,1.0,0.0,2,4,0,3,0,0,0,0,0,0,0
train,334,0.0,3,1,-1.029362793840725,2,0,417,-0.07948786500995716,2,4,817,2,0.0,0.0,1,2,0,3,0,0,0,0,0,0,0
train,335,1.0,1,0,0.5486360116184259,1,0,826,2.0799663468430136,2,5,261,2,0.0,0.0,2,4,0,2,0,0,0,0,0,0,0
train,336,0.0,3,1,0.022636409798708873,0,0,507,-0.9163224516047415,2,4,203,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,337,0.0,1,1,-0.0525063904612507,1,0,45,1.3200916425031062,2,4,622,2,0.0,0.0,1,4,0,2,0,0,0,0,0,0,0
train,338,1.0,1,0,0.8492072126582642,0,0,104,2.086905772070139,0,3,109,5,0.0,0.0,2,4,0,5,0,0,0,0,0,0,0
train,339,1.0,3,1,1.1497784136981024,0,0,698,-0.8973710928725647,2,4,185,1,0.0,0.0,2,1,1,1,0,0,0,0,0,0,0
train,340,0.0,1,1,1.1497784136981024,0,0,50,0.6404698891471552,2,4,84,1,0.0,0.0,2,3,1,1,0,0,0,0,0,0,0
train,341,1.0,2,1,-2.081361997480159,1,1,144,0.3080170928776245,2,2,562,3,0.0,1.0,0,3,0,3,0,0,0,1,0,0,2
train,342,1.0,1,0,-0.42822039176104854,3,2,122,2.822416949927071,2,3,257,6,,,1,4,0,6,0,0,0,0,0,0,0
train,343,0.0,2,1,-0.12764919072121025,0,0,211,-0.4162482943735053,2,4,159,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,344,0.0,2,1,-0.35307759150108897,0,0,197,-0.4162482943735053,2,4,715,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,345,0.0,2,1,0.4734932113584663,0,0,143,-0.4162482943735053,2,4,258,1,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0
train,346,1.0,2,0,-0.42822039176104854,0,0,208,-0.4162482943735053,2,3,104,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,347,1.0,2,0,0.7740644123983046,0,0,343,-0.4162482943735053,2,3,747,1,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0
train,348,1.0,3,0,0.5486360116184259,1,0,664,-0.1956744549476333,2,5,197,2,0.0,0.0,2,2,0,2,0,0,0,0,0,0,0
train,349,1.0,3,1,-2.0062191972201995,1,1,768,-0.2086481654097996,2,2,175,3,0.0,1.0,0,2,0,3,0,0,0,0,0,0,2
train,350,0.0,3,1,0.9243500129182237,0,0,351,-0.82515440515439,2,4,209,1,0.0,0.0,2,1,1,1,0,0,0,0,0,0,0
train,351,0.0,3,1,-0.5033631920210081,0,0,689,-0.7627570332270089,2,4,591,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,352,0.0,1,1,0.022636409798708873,0,0,40,0.6252592663397205,2,4,851,1,0.0,0.0,1,3,1,1,0,0,0,0,0,0,0
train,353,0.0,3,1,-1.1045055941006847,1,1,289,-1.0022163539847027,0,4,234,1,1.0,0.0,1,0,0,3,0,0,0,0,0,0,0
train,354,0.0,3,1,-0.35307759150108897,1,0,519,-0.09115731432677414,2,4,28,2,0.0,0.0,1,2,0,2,0,0,0,0,0,0,0
train,355,0.0,3,1,0.022636409798708873,0,0,240,-1.0027793180077396,0,4,862,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,356,0.0,3,1,-0.12764919072121025,0,0,432,-0.7334904678356013,2,4,815,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,357,1.0,1,0,-0.5785059922809677,0,1,38,1.112491513539401,2,3,94,2,,,1,4,0,2,0,0,0,0,0,0,0
train,358,0.0,2,0,0.6237788118783855,0,0,170,-0.4162482943735053,2,3,266,1,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0
train,359,1.0,3,0,0.022636409798708873,0,0,380,-0.9183821646445426,1,3,508,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,360,1.0,3,0,0.022636409798708873,0,0,390,-0.9183821646445426,1,3,532,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,361,0.0,3,1,0.7740644123983046,1,4,463,0.383009489470084,2,4,739,6,1.0,0.0,2,3,0,6,0,0,0,0,1,0,0
train,362,0.0,2,1,-0.0525063904612507,1,0,865,0.3761503720837783,0,4,872,2,0.0,0.0,1,3,0,2,0,0,0,0,0,0,0
train,363,0.0,3,0,1.1497784136981024,0,1,285,-0.30727043636618656,0,5,53,2,1.0,0.0,2,2,0,2,0,0,0,0,0,0,0
train,364,0.0,3,1,0.3983504110985067,0,0,878,-1.026495343233343,2,4,32,1,0.0,0.0,2,0,1,1,0,0,0,0,0,0,0
train,365,0.0,3,1,0.022636409798708873,1,0,632,-0.2350626658987403,1,4,582,2,0.0,0.0,1,2,0,2,0,0,0,0,0,0,0
train,366,0.0,3,1,0.022636409798708873,0,0,744,-0.9994325698551931,2,4,6,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,367,1.0,1,0,2.276920417597496,1,0,6,1.4528734655990252,0,5,828,2,0.0,0.0,2,4,0,2,0,0,0,0,0,0,0
train,368,1.0,3,0,0.022636409798708873,0,0,233,-1.0022163539847027,0,5,544,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,369,1.0,3,0,0.022636409798708873,0,0,101,-0.9345460513600208,1,3,376,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
